"Name","PFS","Source","Rarity","Traits","Category","Subcategory","Level","Price","Bulk","Spoilers?"
"<u><a href=""Equipment.aspx?ID=324"">Reflecting Shield</a></u>","<img alt=""PFS Standard"" title=""PFS Standard"" style=""height:18px; padding:2px 10px 0px 2px"" src=""Images\Icons\PFS_Standard.png"">","<u><a href=""Sources.aspx?ID=1"" title=""Core Rulebook"">Core Rulebook</a></u>","<u><a href=""Traits.aspx?ID=159"">Uncommon</a></u>","<u><a href=""Traits.aspx?ID=2"">Abjuration</a></u>, <u><a href=""Traits.aspx?ID=103"">Magical</a></u>","<u><a href=""Equipment.aspx?Category=28"">Shields</a></u>","<u><a href=""Equipment.aspx?Category=28&Subcategory=30"">Specific Shields</a></u>","18","18,000 gp","L","—"
"<u><a href=""Equipment.aspx?ID=1450"">Midday Lantern (Major)</a></u>","<img alt=""PFS Limited"" title=""PFS Limited"" style=""height:18px; padding:2px 10px 0px 2px"" src=""Images\Icons\PFS_Limited.png"">","<u><a href=""Sources.aspx?ID=102"" title=""Pathfinder #172: Secrets of the Temple City"">Pathfinder #172</a></u>","<u><a href=""Traits.aspx?ID=159"">Uncommon</a></u>","<u><a href=""Traits.aspx?ID=100"">Light</a></u>, <u><a href=""Traits.aspx?ID=103"">Magical</a></u>, <u><a href=""Traits.aspx?ID=157"">Transmutation</a></u>","<u><a href=""Equipment.aspx?Category=21"">Held Items</a></u>","—","18","18,750 gp","L","—"
"<u><a href=""Equipment.aspx?ID=1451"">Twilight Lantern (Major)</a></u>","<img alt=""PFS Limited"" title=""PFS Limited"" style=""height:18px; padding:2px 10px 0px 2px"" src=""Images\Icons\PFS_Limited.png"">","<u><a href=""Sources.aspx?ID=102"" title=""Pathfinder #172: Secrets of the Temple City"">Pathfinder #172</a></u>","<u><a href=""Traits.aspx?ID=159"">Uncommon</a></u>","<u><a href=""Traits.aspx?ID=100"">Light</a></u>, <u><a href=""Traits.aspx?ID=103"">Magical</a></u>, <u><a href=""Traits.aspx?ID=157"">Transmutation</a></u>","<u><a href=""Equipment.aspx?Category=21"">Held Items</a></u>","—","18","18,750 gp","L","—"
"<u><a href=""Equipment.aspx?ID=445"">Inexplicable Apparatus</a></u>","<img alt=""PFS Standard"" title=""PFS Standard"" style=""height:18px; padding:2px 10px 0px 2px"" src=""Images\Icons\PFS_Standard.png"">","<u><a href=""Sources.aspx?ID=1"" title=""Core Rulebook"">Core Rulebook</a></u>","<u><a href=""Traits.aspx?ID=28"">Common</a></u>","<u><a href=""Traits.aspx?ID=98"">Invested</a></u>, <u><a href=""Traits.aspx?ID=103"">Magical</a></u>, <u><a href=""Traits.aspx?ID=157"">Transmutation</a></u>","<u><a href=""Equipment.aspx?Category=41"">Worn Items</a></u>","<u><a href=""Equipment.aspx?Category=41&Subcategory=44"">Other Worn Items</a></u>","18","19,000 gp","2","—"
"<u><a href=""Equipment.aspx?ID=260"">Maestro's Instrument (Greater)</a></u>","<img alt=""PFS Standard"" title=""PFS Standard"" style=""height:18px; padding:2px 10px 0px 2px"" src=""Images\Icons\PFS_Standard.png"">","<u><a href=""Sources.aspx?ID=1"" title=""Core Rulebook"">Core Rulebook</a></u>","<u><a href=""Traits.aspx?ID=28"">Common</a></u>","<u><a href=""Traits.aspx?ID=61"">Enchantment</a></u>, <u><a href=""Traits.aspx?ID=103"">Magical</a></u>","<u><a href=""Equipment.aspx?Category=21"">Held Items</a></u>","—","18","19,000 gp","1","—"
"<u><a href=""Equipment.aspx?ID=261"">Marvelous Medicines (Greater)</a></u>","<img alt=""PFS Standard"" title=""PFS Standard"" style=""height:18px; padding:2px 10px 0px 2px"" src=""Images\Icons\PFS_Standard.png"">","<u><a href=""Sources.aspx?ID=1"" title=""Core Rulebook"">Core Rulebook</a></u>","<u><a href=""Traits.aspx?ID=28"">Common</a></u>","<u><a href=""Traits.aspx?ID=103"">Magical</a></u>, <u><a href=""Traits.aspx?ID=117"">Necromancy</a></u>","<u><a href=""Equipment.aspx?Category=21"">Held Items</a></u>","—","18","19,000 gp","1","—"
"<u><a href=""Equipment.aspx?ID=1095"">Nosoi Charm (Greater)</a></u>","—","<u><a href=""Sources.aspx?ID=99"" title=""Night of the Gray Death"">Night of the Gray Death</a></u>","<u><a href=""Traits.aspx?ID=137"">Rare</a></u>","<u><a href=""Traits.aspx?ID=47"">Divination</a></u>, <u><a href=""Traits.aspx?ID=98"">Invested</a></u>, <u><a href=""Traits.aspx?ID=103"">Magical</a></u>","<u><a href=""Equipment.aspx?Category=21"">Held Items</a></u>","—","18","19,000 gp","—","—"
"<u><a href=""Equipment.aspx?ID=1543"">Peachwood Weapon (High-Grade)</a></u>","<img alt=""PFS Standard"" title=""PFS Standard"" style=""height:18px; padding:2px 10px 0px 2px"" src=""Images\Icons\PFS_Standard.png"">","<u><a href=""Sources.aspx?ID=118"" title=""Book of the Dead"">Book of the Dead</a></u>","<u><a href=""Traits.aspx?ID=159"">Uncommon</a></u>","—","<u><a href=""Equipment.aspx?Category=37"">Weapons</a></u>","<u><a href=""Equipment.aspx?Category=37&Subcategory=38"">Precious Material Weapons</a></u>","18","19,000 gp (+1,900 gp per Bulk)","—","—"
"<u><a href=""Equipment.aspx?ID=267"">Thurible of Revelation (Greater)</a></u>","<img alt=""PFS Standard"" title=""PFS Standard"" style=""height:18px; padding:2px 10px 0px 2px"" src=""Images\Icons\PFS_Standard.png"">","<u><a href=""Sources.aspx?ID=1"" title=""Core Rulebook"">Core Rulebook</a></u>","<u><a href=""Traits.aspx?ID=28"">Common</a></u>","<u><a href=""Traits.aspx?ID=47"">Divination</a></u>, <u><a href=""Traits.aspx?ID=48"">Divine</a></u>","<u><a href=""Equipment.aspx?Category=21"">Held Items</a></u>","—","18","19,000 gp","1","—"
"<u><a href=""Equipment.aspx?ID=1042"">Blade of Four Energies (Greater)</a></u>","<img alt=""PFS Standard"" title=""PFS Standard"" style=""height:18px; padding:2px 10px 0px 2px"" src=""Images\Icons\PFS_Standard.png"">","<u><a href=""Sources.aspx?ID=96"" title=""Secrets of Magic"">Secrets of Magic</a></u>","<u><a href=""Traits.aspx?ID=28"">Common</a></u>","<u><a href=""Traits.aspx?ID=65"">Evocation</a></u>, <u><a href=""Traits.aspx?ID=103"">Magical</a></u>","<u><a href=""Equipment.aspx?Category=37"">Weapons</a></u>","<u><a href=""Equipment.aspx?Category=37&Subcategory=40"">Specific Magic Weapons</a></u>","18","20,000 gp","L","—"
"<u><a href=""Equipment.aspx?ID=893"">Clockwork Cloak</a></u>","<img alt=""PFS Limited"" title=""PFS Limited"" style=""height:18px; padding:2px 10px 0px 2px"" src=""Images\Icons\PFS_Limited.png"">","<u><a href=""Sources.aspx?ID=51"" title=""Pathfinder #161: Belly of the Black Whale"">Pathfinder #161</a></u>","<u><a href=""Traits.aspx?ID=159"">Uncommon</a></u>","<u><a href=""Traits.aspx?ID=331"">Clockwork</a></u>, <u><a href=""Traits.aspx?ID=98"">Invested</a></u>, <u><a href=""Traits.aspx?ID=103"">Magical</a></u>","<u><a href=""Equipment.aspx?Category=41"">Worn Items</a></u>","<u><a href=""Equipment.aspx?Category=41&Subcategory=44"">Other Worn Items</a></u>","18","20,000 gp","L","Agents of Edgewatch"
"<u><a href=""Equipment.aspx?ID=140"">Cold Iron Armor (High-Grade)</a></u>","<img alt=""PFS Standard"" title=""PFS Standard"" style=""height:18px; padding:2px 10px 0px 2px"" src=""Images\Icons\PFS_Standard.png"">","<u><a href=""Sources.aspx?ID=1"" title=""Core Rulebook"">Core Rulebook</a></u>","<u><a href=""Traits.aspx?ID=28"">Common</a></u>","—","<u><a href=""Equipment.aspx?Category=11"">Armor</a></u>","<u><a href=""Equipment.aspx?Category=11&Subcategory=12"">Precious Material Armor</a></u>","18","20,000 gp (+2,000 gp per Bulk)","—","—"
"<u><a href=""Equipment.aspx?ID=438"">Goggles of Night (Major)</a></u>","<img alt=""PFS Standard"" title=""PFS Standard"" style=""height:18px; padding:2px 10px 0px 2px"" src=""Images\Icons\PFS_Standard.png"">","<u><a href=""Sources.aspx?ID=1"" title=""Core Rulebook"">Core Rulebook</a></u>","<u><a href=""Traits.aspx?ID=28"">Common</a></u>","<u><a href=""Traits.aspx?ID=98"">Invested</a></u>, <u><a href=""Traits.aspx?ID=103"">Magical</a></u>, <u><a href=""Traits.aspx?ID=157"">Transmutation</a></u>","<u><a href=""Equipment.aspx?Category=41"">Worn Items</a></u>","<u><a href=""Equipment.aspx?Category=41&Subcategory=44"">Other Worn Items</a></u>","18","20,000 gp","—","—"
"<u><a href=""Equipment.aspx?ID=146"">Silver Armor (High-Grade)</a></u>","<img alt=""PFS Standard"" title=""PFS Standard"" style=""height:18px; padding:2px 10px 0px 2px"" src=""Images\Icons\PFS_Standard.png"">","<u><a href=""Sources.aspx?ID=1"" title=""Core Rulebook"">Core Rulebook</a></u>","<u><a href=""Traits.aspx?ID=28"">Common</a></u>","—","<u><a href=""Equipment.aspx?Category=11"">Armor</a></u>","<u><a href=""Equipment.aspx?Category=11&Subcategory=12"">Precious Material Armor</a></u>","18","20,000 gp (+2,000 gp per Bulk)","—","—"
"<u><a href=""Equipment.aspx?ID=278"">Armor Potency (+3)</a></u>","<img alt=""PFS Standard"" title=""PFS Standard"" style=""height:18px; padding:2px 10px 0px 2px"" src=""Images\Icons\PFS_Standard.png"">","<u><a href=""Sources.aspx?ID=1"" title=""Core Rulebook"">Core Rulebook</a></u>","<u><a href=""Traits.aspx?ID=28"">Common</a></u>","<u><a href=""Traits.aspx?ID=2"">Abjuration</a></u>, <u><a href=""Traits.aspx?ID=103"">Magical</a></u>","<u><a href=""Equipment.aspx?Category=23"">Runes</a></u>","<u><a href=""Equipment.aspx?Category=23&Subcategory=24"">Fundamental Armor Runes</a></u>","18","20,560 gp","—","—"
"<u><a href=""Equipment.aspx?ID=1252"">Dread (Greater)</a></u>","<img alt=""PFS Standard"" title=""PFS Standard"" style=""height:18px; padding:2px 10px 0px 2px"" src=""Images\Icons\PFS_Standard.png"">","<u><a href=""Sources.aspx?ID=100"" title=""Grand Bazaar"">Grand Bazaar</a></u>","<u><a href=""Traits.aspx?ID=159"">Uncommon</a></u>","<u><a href=""Traits.aspx?ID=60"">Emotion</a></u>, <u><a href=""Traits.aspx?ID=61"">Enchantment</a></u>, <u><a href=""Traits.aspx?ID=68"">Fear</a></u>, <u><a href=""Traits.aspx?ID=103"">Magical</a></u>, <u><a href=""Traits.aspx?ID=106"">Mental</a></u>, <u><a href=""Traits.aspx?ID=163"">Visual</a></u>","<u><a href=""Equipment.aspx?Category=23"">Runes</a></u>","<u><a href=""Equipment.aspx?Category=23&Subcategory=26"">Armor Property Runes</a></u>","18","21,000 gp","—","—"
"<u><a href=""Equipment.aspx?ID=457"">Ring of Maniacal Devices (Greater)</a></u>","<img alt=""PFS Standard"" title=""PFS Standard"" style=""height:18px; padding:2px 10px 0px 2px"" src=""Images\Icons\PFS_Standard.png"">","<u><a href=""Sources.aspx?ID=1"" title=""Core Rulebook"">Core Rulebook</a></u>","<u><a href=""Traits.aspx?ID=28"">Common</a></u>","<u><a href=""Traits.aspx?ID=47"">Divination</a></u>, <u><a href=""Traits.aspx?ID=98"">Invested</a></u>, <u><a href=""Traits.aspx?ID=103"">Magical</a></u>","<u><a href=""Equipment.aspx?Category=41"">Worn Items</a></u>","<u><a href=""Equipment.aspx?Category=41&Subcategory=44"">Other Worn Items</a></u>","18","21,000 gp","—","—"
"<u><a href=""Equipment.aspx?ID=1080"">Stampede Medallion (Major)</a></u>","<img alt=""PFS Standard"" title=""PFS Standard"" style=""height:18px; padding:2px 10px 0px 2px"" src=""Images\Icons\PFS_Standard.png"">","<u><a href=""Sources.aspx?ID=96"" title=""Secrets of Magic"">Secrets of Magic</a></u>","<u><a href=""Traits.aspx?ID=28"">Common</a></u>","<u><a href=""Traits.aspx?ID=386"">Eidolon</a></u>, <u><a href=""Traits.aspx?ID=65"">Evocation</a></u>, <u><a href=""Traits.aspx?ID=98"">Invested</a></u>, <u><a href=""Traits.aspx?ID=103"">Magical</a></u>","<u><a href=""Equipment.aspx?Category=41"">Worn Items</a></u>","<u><a href=""Equipment.aspx?Category=41&Subcategory=69"">Eidolon Items</a></u>","18","21,000 gp","L","—"
"<u><a href=""Equipment.aspx?ID=395"">Storm Flash (Greater)</a></u>","<img alt=""PFS Standard"" title=""PFS Standard"" style=""height:18px; padding:2px 10px 0px 2px"" src=""Images\Icons\PFS_Standard.png"">","<u><a href=""Sources.aspx?ID=1"" title=""Core Rulebook"">Core Rulebook</a></u>","<u><a href=""Traits.aspx?ID=28"">Common</a></u>","<u><a href=""Traits.aspx?ID=56"">Electricity</a></u>, <u><a href=""Traits.aspx?ID=65"">Evocation</a></u>, <u><a href=""Traits.aspx?ID=103"">Magical</a></u>","<u><a href=""Equipment.aspx?Category=37"">Weapons</a></u>","<u><a href=""Equipment.aspx?Category=37&Subcategory=40"">Specific Magic Weapons</a></u>","18","21,000 gp","1","—"
"<u><a href=""Equipment.aspx?ID=1371"">Anchoring (Greater)</a></u>","<img alt=""PFS Standard"" title=""PFS Standard"" style=""height:18px; padding:2px 10px 0px 2px"" src=""Images\Icons\PFS_Standard.png"">","<u><a href=""Sources.aspx?ID=100"" title=""Grand Bazaar"">Grand Bazaar</a></u>","<u><a href=""Traits.aspx?ID=159"">Uncommon</a></u>","<u><a href=""Traits.aspx?ID=2"">Abjuration</a></u>, <u><a href=""Traits.aspx?ID=103"">Magical</a></u>","<u><a href=""Equipment.aspx?Category=23"">Runes</a></u>","<u><a href=""Equipment.aspx?Category=23&Subcategory=27"">Weapon Property Runes</a></u>","18","22,000 gp","—","—"
"<u><a href=""Equipment.aspx?ID=148"">Breastplate of Command (Greater)</a></u>","<img alt=""PFS Standard"" title=""PFS Standard"" style=""height:18px; padding:2px 10px 0px 2px"" src=""Images\Icons\PFS_Standard.png"">","<u><a href=""Sources.aspx?ID=1"" title=""Core Rulebook"">Core Rulebook</a></u>","<u><a href=""Traits.aspx?ID=28"">Common</a></u>","<u><a href=""Traits.aspx?ID=61"">Enchantment</a></u>, <u><a href=""Traits.aspx?ID=98"">Invested</a></u>, <u><a href=""Traits.aspx?ID=103"">Magical</a></u>","<u><a href=""Equipment.aspx?Category=11"">Armor</a></u>","<u><a href=""Equipment.aspx?Category=11&Subcategory=14"">Specific Magic Armor</a></u>","18","22,000 gp","2","—"
"<u><a href=""Equipment.aspx?ID=948"">Cape of the Open Sky</a></u>","<img alt=""PFS Limited"" title=""PFS Limited"" style=""height:18px; padding:2px 10px 0px 2px"" src=""Images\Icons\PFS_Limited.png"">","<u><a href=""Sources.aspx?ID=86"" title=""Pathfinder #167: Ready? Fight!"">Pathfinder #167</a></u>","<u><a href=""Traits.aspx?ID=137"">Rare</a></u>","<u><a href=""Traits.aspx?ID=98"">Invested</a></u>, <u><a href=""Traits.aspx?ID=103"">Magical</a></u>, <u><a href=""Traits.aspx?ID=157"">Transmutation</a></u>","<u><a href=""Equipment.aspx?Category=41"">Worn Items</a></u>","<u><a href=""Equipment.aspx?Category=41&Subcategory=44"">Other Worn Items</a></u>","18","22,000 gp","L","<u><a href=""Setting.aspx?Group=7"">Fists of the Ruby Phoenix</a></u>"
"<u><a href=""Equipment.aspx?ID=1414"">Djezet Weapon (High-Grade)</a></u>","<img alt=""PFS Standard"" title=""PFS Standard"" style=""height:18px; padding:2px 10px 0px 2px"" src=""Images\Icons\PFS_Standard.png"">","<u><a href=""Sources.aspx?ID=100"" title=""Grand Bazaar"">Grand Bazaar</a></u>","<u><a href=""Traits.aspx?ID=137"">Rare</a></u>","—","<u><a href=""Equipment.aspx?Category=37"">Weapons</a></u>","<u><a href=""Equipment.aspx?Category=37&Subcategory=38"">Precious Material Weapons</a></u>","18","22,000 gp (+2,200 gp per Bulk)","—","—"
"<u><a href=""Equipment.aspx?ID=1476"">Mantle of the Grogrisant</a></u>","<img alt=""PFS Standard"" title=""PFS Standard"" style=""height:18px; padding:2px 10px 0px 2px"" src=""Images\Icons\PFS_Standard.png"">","<u><a href=""Sources.aspx?ID=107"" title=""Monsters of Myth"">Monsters of Myth</a></u>","<u><a href=""Traits.aspx?ID=161"">Unique</a></u>","<u><a href=""Traits.aspx?ID=2"">Abjuration</a></u>, <u><a href=""Traits.aspx?ID=98"">Invested</a></u>, <u><a href=""Traits.aspx?ID=134"">Primal</a></u>","<u><a href=""Equipment.aspx?Category=41"">Worn Items</a></u>","<u><a href=""Equipment.aspx?Category=41&Subcategory=44"">Other Worn Items</a></u>","18","22,000 gp","L","—"
"<u><a href=""Equipment.aspx?ID=262"">Possibility Tome</a></u>","<img alt=""PFS Standard"" title=""PFS Standard"" style=""height:18px; padding:2px 10px 0px 2px"" src=""Images\Icons\PFS_Standard.png"">","<u><a href=""Sources.aspx?ID=1"" title=""Core Rulebook"">Core Rulebook</a></u>","<u><a href=""Traits.aspx?ID=28"">Common</a></u>","<u><a href=""Traits.aspx?ID=47"">Divination</a></u>, <u><a href=""Traits.aspx?ID=103"">Magical</a></u>","<u><a href=""Equipment.aspx?Category=21"">Held Items</a></u>","—","18","22,000 gp","2","—"
"<u><a href=""Equipment.aspx?ID=378"">Orichalcum Weapon (High-Grade)</a></u>","<img alt=""PFS Standard"" title=""PFS Standard"" style=""height:18px; padding:2px 10px 0px 2px"" src=""Images\Icons\PFS_Standard.png"">","<u><a href=""Sources.aspx?ID=1"" title=""Core Rulebook"">Core Rulebook</a></u>","<u><a href=""Traits.aspx?ID=137"">Rare</a></u>","—","<u><a href=""Equipment.aspx?Category=37"">Weapons</a></u>","<u><a href=""Equipment.aspx?Category=37&Subcategory=38"">Precious Material Weapons</a></u>","18","22,500 gp (+ 2,250 gp per Bulk)","—","—"
"<u><a href=""Equipment.aspx?ID=1074"">Singing Shortbow (Greater)</a></u>","<img alt=""PFS Standard"" title=""PFS Standard"" style=""height:18px; padding:2px 10px 0px 2px"" src=""Images\Icons\PFS_Standard.png"">","<u><a href=""Sources.aspx?ID=96"" title=""Secrets of Magic"">Secrets of Magic</a></u>","<u><a href=""Traits.aspx?ID=28"">Common</a></u>","<u><a href=""Traits.aspx?ID=61"">Enchantment</a></u>, <u><a href=""Traits.aspx?ID=103"">Magical</a></u>","<u><a href=""Equipment.aspx?Category=37"">Weapons</a></u>","<u><a href=""Equipment.aspx?Category=37&Subcategory=40"">Specific Magic Weapons</a></u>","18","22,500 gp","1","—"
"<u><a href=""Equipment.aspx?ID=992"">Endless Grimoire (True)</a></u>","<img alt=""PFS Standard"" title=""PFS Standard"" style=""height:18px; padding:2px 10px 0px 2px"" src=""Images\Icons\PFS_Standard.png"">","<u><a href=""Sources.aspx?ID=96"" title=""Secrets of Magic"">Secrets of Magic</a></u>","<u><a href=""Traits.aspx?ID=28"">Common</a></u>","<u><a href=""Traits.aspx?ID=47"">Divination</a></u>, <u><a href=""Traits.aspx?ID=387"">Grimoire</a></u>, <u><a href=""Traits.aspx?ID=103"">Magical</a></u>","<u><a href=""Equipment.aspx?Category=65"">Grimoires</a></u>","—","18","23,000 gp","L","—"
"<u><a href=""Equipment.aspx?ID=659"">Life's Last Breath</a></u>","—","<u><a href=""Sources.aspx?ID=33"" title=""Pathfinder #155: Lord of the Black Sands"">Pathfinder #155</a></u>","<u><a href=""Traits.aspx?ID=161"">Unique</a></u>","<u><a href=""Traits.aspx?ID=64"">Evil</a></u>, <u><a href=""Traits.aspx?ID=103"">Magical</a></u>, <u><a href=""Traits.aspx?ID=117"">Necromancy</a></u>","<u><a href=""Equipment.aspx?Category=37"">Weapons</a></u>","<u><a href=""Equipment.aspx?Category=37&Subcategory=40"">Specific Magic Weapons</a></u>","18","23,500 gp","2","Extinction Curse"
"<u><a href=""Equipment.aspx?ID=1409"">Abysium Weapon (High-Grade)</a></u>","<img alt=""PFS Standard"" title=""PFS Standard"" style=""height:18px; padding:2px 10px 0px 2px"" src=""Images\Icons\PFS_Standard.png"">","<u><a href=""Sources.aspx?ID=100"" title=""Grand Bazaar"">Grand Bazaar</a></u>","<u><a href=""Traits.aspx?ID=137"">Rare</a></u>","—","<u><a href=""Equipment.aspx?Category=37"">Weapons</a></u>","<u><a href=""Equipment.aspx?Category=37&Subcategory=38"">Precious Material Weapons</a></u>","18","24,000 gp (+2,400 gp per Bulk)","—","—"
"<u><a href=""Equipment.aspx?ID=1038"">Archivist's Gaze</a></u>","<img alt=""PFS Standard"" title=""PFS Standard"" style=""height:18px; padding:2px 10px 0px 2px"" src=""Images\Icons\PFS_Standard.png"">","<u><a href=""Sources.aspx?ID=96"" title=""Secrets of Magic"">Secrets of Magic</a></u>","<u><a href=""Traits.aspx?ID=28"">Common</a></u>","<u><a href=""Traits.aspx?ID=10"">Apex</a></u>, <u><a href=""Traits.aspx?ID=47"">Divination</a></u>, <u><a href=""Traits.aspx?ID=98"">Invested</a></u>, <u><a href=""Traits.aspx?ID=103"">Magical</a></u>","<u><a href=""Equipment.aspx?Category=41"">Worn Items</a></u>","<u><a href=""Equipment.aspx?Category=41&Subcategory=42"">Apex Items</a></u>","18","24,000 gp","—","—"
"<u><a href=""Equipment.aspx?ID=1165"">Breath Blaster (Major)</a></u>","<img alt=""PFS Standard"" title=""PFS Standard"" style=""height:18px; padding:2px 10px 0px 2px"" src=""Images\Icons\PFS_Standard.png"">","<u><a href=""Sources.aspx?ID=98"" title=""Guns & Gears"">Guns & Gears</a></u>","<u><a href=""Traits.aspx?ID=159"">Uncommon</a></u>","<u><a href=""Traits.aspx?ID=65"">Evocation</a></u>, <u><a href=""Traits.aspx?ID=103"">Magical</a></u>","<u><a href=""Equipment.aspx?Category=37"">Weapons</a></u>","<u><a href=""Equipment.aspx?Category=37&Subcategory=74"">Beast Guns</a></u>","18","24,000 gp","2","—"
